id,name,group,calories_kcal,protein_g,fat_g,carbs_g,fiber_g,solubleFiber_g,insolubleFiber_g,starch_g,sugar_g,saturatedFat_g,monounsaturatedFat_g,polyunsaturatedFat_g,transFat_g,cholesterol_mg,omega3_g,ala_mg,epa_mg,dha_mg,omega6_g,la_g,aa_g,histidine_g,isoleucine_g,leucine_g,lysine_g,methionine_g,cystine_g,phenylalanine_g,tyrosine_g,threonine_g,tryptophan_g,valine_g,arginine_g,alanine_g,asparticAcid_g,glutamicAcid_g,glycine_g,proline_g,serine_g,thiamin_mg,riboflavin_mg,niacin_mg,pantothenicAcid_mg,vitaminB6_mg,vitaminB12_ug,folate_ug,biotin_ug,choline_mg,vitaminA_ug,vitaminC_mg,vitaminD_ug,vitaminE_mg,vitaminK_ug,calcium_mg,copper_mg,iron_mg,magnesium_mg,manganese_mg,phosphorus_mg,potassium_mg,selenium_ug,sodium_mg,zinc_mg
170510,"Peas, edible-podded, frozen, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,50.0,3.5,0.38,8.43,3.1,0,0,0,4.82,0.073,0.039,0.167,0.0,0.0,0,0,0,0,0.142,0.142,0,0.022,0.202,0.286,0.252,0.014,0.04,0.112,0.123,0.123,0.034,0.342,0.168,0.073,0.286,0.56,0.09,0.078,0.157,0.064,0.119,0.563,0.857,0.174,0.0,35.0,0,21.0,66.0,22.0,0.0,0.47,30.2,59.0,0.09,2.4,28.0,0.28,58.0,217.0,0.8,241.0,0.49
170418,"Peas, edible-podded, frozen, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,52.0,3.5,0.38,9.02,3.1,0,0,0,4.82,0.073,0.039,0.167,0.0,0.0,0.0,0,0.0,0.0,0.142,0.142,0.0,0.022,0.202,0.286,0.252,0.014,0.04,0.112,0.123,0.123,0.034,0.342,0.168,0.073,0.286,0.56,0.09,0.078,0.157,0.064,0.119,0.563,0.857,0.174,0.0,35.0,0,21.0,66.0,22.0,0.0,0.47,30.2,59.0,0.09,2.4,28.0,0.28,58.0,217.0,0.8,5.0,0.49
170012,"Peas, edible-podded, frozen, unprepared",Vegetables and Vegetable Products,42.0,2.8,0.3,7.2,3.1,0,0,0,0,0.058,0.031,0.133,0.0,0.0,0,0,0,0,0.113,0.113,0,0.017,0.161,0.228,0.202,0.011,0.032,0.09,0.099,0.099,0.027,0.273,0.134,0.058,0.228,0.448,0.072,0.063,0.125,0.06,0.1,0.5,0.72,0.154,0.0,40.0,0,0,7.0,22.0,0.0,0,0,50.0,0.076,2.0,23.0,0.235,51.0,192.0,0.7,4.0,0.41
170010,"Peas, edible-podded, raw",Vegetables and Vegetable Products,42.0,2.8,0.2,7.55,2.6,0,0,0,4.0,0.039,0.021,0.089,0.0,0.0,0.0,0,0.0,0.0,0.075,0.075,0.0,0.017,0.161,0.228,0.202,0.011,0.032,0.09,0.099,0.099,0.027,0.273,0.134,0.058,0.228,0.448,0.072,0.063,0.125,0.15,0.08,0.6,0.75,0.16,0.0,42.0,0,17.4,54.0,60.0,0.0,0.39,25.0,43.0,0.079,2.08,24.0,0.244,53.0,200.0,0.7,4.0,0.27
170013,"Peas, green (includes baby and lesuer types), canned, drained solids, unprepared",Vegetables and Vegetable Products,68.0,4.47,0.8,11.36,4.9,0,0,4.04,2.99,0.143,0.071,0.375,0.0,0.0,0.0,0,0.0,0.0,0.304,0.304,0.0,0.088,0.161,0.266,0.261,0.068,0.026,0.165,0.094,0.167,0.031,0.194,0.353,0.198,0.409,0.611,0.152,0.143,0.149,0.107,0.053,0.979,0.24,0.056,0.0,31.0,0,30.2,43.0,4.2,0.0,0.38,36.8,23.0,0.106,1.18,18.0,0.213,67.0,106.0,1.7,273.0,0.66
170015,"Peas, green, canned, drained solids, rinsed in tap water",Vegetables and Vegetable Products,71.0,4.33,0.95,11.82,0,0,0,0,0,0.17,0.085,0.449,0.0,0.0,0.0,0,0.0,0.0,0.364,0.364,0.0,0.117,0.137,0.54,0.407,0.1,0.067,0.201,0.167,0.13,0.04,0.204,0.18,0.35,0.304,0.857,0.157,0.544,0.241,0.067,0.04,1.012,0,0,0.0,30.0,0,0,0,9.3,0.0,0,0,24.0,0.108,1.09,18.0,0.222,65.0,105.0,0,231.0,0.68
170104,"Peas, green, canned, no salt added, drained solids",Vegetables and Vegetable Products,69.0,4.42,0.35,12.58,4.1,0,0,0,4.16,0.062,0.031,0.163,0.0,0.0,0,0,0,0,0.132,0.132,0,0.087,0.159,0.264,0.259,0.067,0.026,0.163,0.093,0.165,0.03,0.192,0.349,0.196,0.404,0.604,0.15,0.141,0.148,0.121,0.078,0.732,0.128,0.064,0.0,44.0,0,0,27.0,9.6,0.0,0.03,21.4,20.0,0.082,0.95,17.0,0.303,67.0,173.0,1.7,2.0,0.71
170103,"Peas, green, canned, no salt added, solids and liquids",Vegetables and Vegetable Products,53.0,3.19,0.3,9.75,3.3,0,0,0,3.2,0.054,0.027,0.142,0.0,0.0,0.0,0,0.0,0.0,0.115,0.115,0.0,0.063,0.114,0.19,0.187,0.048,0.019,0.118,0.066,0.12,0.022,0.138,0.252,0.141,0.292,0.436,0.108,0.102,0.107,0.111,0.073,0.842,0.091,0.065,0.0,29.0,0,18.9,72.0,9.8,0.0,0.02,16.5,18.0,0.108,1.02,17.0,0.264,53.0,100.0,1.3,9.0,0.7
170421,"Peas, green, canned, regular pack, solids and liquids",Vegetables and Vegetable Products,58.0,3.01,0.48,10.6,3.3,0,0,0,3.2,0.086,0.043,0.226,0.0,0.0,0.0,0,0.0,0.0,0.183,0.183,0.0,0.061,0.111,0.183,0.18,0.047,0.018,0.114,0.065,0.115,0.021,0.133,0.243,0.136,0.282,0.421,0.104,0.098,0.103,0.077,0.024,0.995,0.091,0.065,0.0,24.0,0,20.0,76.0,7.8,0.0,0.02,20.7,20.0,0.099,1.29,19.0,0.211,63.0,106.0,1.3,185.0,0.72
170014,"Peas, green, canned, seasoned, solids and liquids",Vegetables and Vegetable Products,50.0,3.09,0.27,9.25,2.0,0,0,0,0,0.048,0.024,0.127,0.0,0.0,0,0,0,0,0.103,0.103,0,0.061,0.111,0.184,0.181,0.047,0.018,0.114,0.065,0.116,0.021,0.134,0.244,0.137,0.283,0.422,0.105,0.099,0.103,0.096,0.071,0.69,0.089,0.098,0.0,29.0,0,0,22.0,11.5,0.0,0,0,15.0,0.099,1.2,15.0,0.268,54.0,122.0,1.3,254.0,0.65
170102,"Peas, green, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,84.0,5.36,0.22,15.63,5.5,0,0,0,5.93,0.039,0.019,0.102,0.0,0.0,0,0,0,0,0.082,0.082,0,0.105,0.193,0.32,0.314,0.081,0.032,0.198,0.112,0.201,0.037,0.232,0.423,0.237,0.49,0.733,0.182,0.171,0.179,0.259,0.149,2.021,0.153,0.216,0.0,63.0,0,29.7,40.0,14.2,0.0,0.14,25.9,27.0,0.173,1.54,39.0,0.525,117.0,271.0,1.9,239.0,1.19
170420,"Peas, green, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,84.0,5.36,0.22,15.63,5.5,0,0,0,5.93,0.039,0.019,0.102,0.0,0.0,0.0,0,0.0,0.0,0.082,0.082,0.0,0.105,0.193,0.32,0.314,0.081,0.032,0.198,0.112,0.201,0.037,0.232,0.423,0.237,0.49,0.733,0.182,0.171,0.179,0.259,0.149,2.021,0.153,0.216,0.0,63.0,0,29.7,40.0,14.2,0.0,0.14,25.9,27.0,0.173,1.54,39.0,0.525,117.0,271.0,1.9,3.0,1.19
170105,"Peas, green, frozen, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,78.0,5.15,0.27,14.26,4.5,0,0,0,4.4,0.049,0.024,0.129,0.0,0.0,0,0,0,0,0.105,0.105,0.0,0.101,0.185,0.307,0.302,0.078,0.03,0.19,0.108,0.193,0.035,0.223,0.407,0.228,0.471,0.705,0.175,0.165,0.172,0.283,0.1,1.48,0.142,0.113,0.0,59.0,0,27.5,105.0,9.9,0.0,0.03,24.0,24.0,0.105,1.52,22.0,0.279,77.0,110.0,1.0,323.0,0.67
170017,"Peas, green, frozen, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,78.0,5.15,0.27,14.26,4.5,0,0,0,4.4,0.049,0.024,0.129,0.0,0.0,0.0,0,0.0,0.0,0.105,0.105,0.0,0.101,0.185,0.307,0.302,0.078,0.03,0.19,0.108,0.193,0.035,0.223,0.407,0.228,0.471,0.705,0.175,0.165,0.172,0.283,0.1,1.48,0.142,0.113,0.0,59.0,0,27.5,105.0,9.9,0.0,0.03,24.0,24.0,0.105,1.52,22.0,0.279,77.0,110.0,1.0,72.0,0.67
170016,"Peas, green, frozen, unprepared (Includes foods for USDA's Food Distribution Program)",Vegetables and Vegetable Products,77.0,5.22,0.4,13.62,4.5,0,0,4.17,5.0,0.066,0.033,0.175,0.0,0.0,0.0,0,0.0,0.0,0.142,0.142,0.0,0.102,0.187,0.311,0.305,0.079,0.031,0.192,0.109,0.195,0.036,0.226,0.412,0.231,0.476,0.712,0.177,0.167,0.174,0.259,0.1,1.723,0.547,0.083,0.0,53.0,0,27.0,103.0,18.0,0.0,0.02,27.9,22.0,0.124,1.53,26.0,0.336,82.0,153.0,1.9,108.0,0.82
170419,"Peas, green, raw",Vegetables and Vegetable Products,81.0,5.42,0.4,14.45,5.7,0,0,0,5.67,0.071,0.035,0.187,0.0,0.0,0.0,0,0.0,0.0,0.152,0.152,0.0,0.107,0.195,0.323,0.317,0.082,0.032,0.2,0.114,0.203,0.037,0.235,0.428,0.24,0.496,0.741,0.184,0.173,0.181,0.266,0.132,2.09,0.104,0.169,0.0,65.0,0,28.4,38.0,40.0,0.0,0.13,24.8,25.0,0.176,1.47,33.0,0.41,108.0,244.0,1.8,5.0,1.24
172428,"Peas, green, split, mature seeds, raw",Legumes and Legume Products,364.0,23.12,3.89,61.63,22.2,0,0,0,3.14,0.408,0.615,1.022,0.004,0.0,0.163,163.0,0.0,0.0,0.859,0.856,0.001,0.586,0.983,1.68,1.771,0.195,0.273,1.151,0.518,0.813,0.159,1.035,1.902,1.049,2.549,3.871,1.012,1.035,1.069,0.719,0.244,3.608,0.962,0.14,0.0,15.0,0,156.9,7.0,1.8,0.0,0.12,15.9,46.0,0.809,4.73,63.0,1.19,334.0,852.0,10.7,5.0,3.49
170511,"Peas, mature seeds, sprouted, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,98.0,7.05,0.51,17.08,0,0,0,0,0,0.09,0.045,0.24,0.0,0.0,0,0,0,0,0.195,0.195,0,0.217,0.221,0.473,0.497,0.089,0.2,0.325,0.164,0.24,0,0.285,0.627,0.317,0.849,1.317,0.27,0.359,0.386,0.216,0.285,1.072,0.683,0.128,0.0,36.0,0,0,5.0,6.6,0.0,0,0,26.0,0.02,1.67,41.0,0.325,24.0,268.0,0.6,239.0,0.78
170423,"Peas, mature seeds, sprouted, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,98.0,7.05,0.51,17.08,0,0,0,0,0,0.09,0.045,0.24,0.0,0.0,0,0,0,0,0.195,0.195,0,0.217,0.221,0.473,0.497,0.089,0.2,0.325,0.164,0.24,0,0.285,0.627,0.317,0.849,1.317,0.27,0.359,0.386,0.216,0.285,1.072,0.683,0.128,0.0,36.0,0,0,5.0,6.6,0.0,0,0,26.0,0.02,1.67,41.0,0.325,24.0,268.0,0.6,3.0,0.78
170422,"Peas, mature seeds, sprouted, raw",Vegetables and Vegetable Products,124.0,8.8,0.68,27.11,0,0,0,0,0,0.124,0.061,0.326,0.0,0.0,0,0,0,0,0.265,0.265,0,0.167,0.171,0.365,0.384,0.069,0.155,0.251,0.127,0.186,0,0.22,0.484,0.245,0.656,1.017,0.208,0.277,0.299,0.225,0.155,3.088,1.029,0.265,0.0,144.0,0,0,0,10.4,0.0,0,0,36.0,0.272,2.26,56.0,0.438,165.0,381.0,0.6,20.0,1.05
175257,"Peas, split, mature seeds, cooked, boiled, with salt",Legumes and Legume Products,116.0,8.34,0.39,20.51,8.3,0,0,0,2.9,0.054,0.081,0.165,0.0,0.0,0,0,0,0,0.137,0.137,0,0.203,0.344,0.598,0.602,0.085,0.127,0.384,0.242,0.296,0.093,0.394,0.744,0.367,0.984,1.426,0.371,0.344,0.367,0.19,0.056,0.89,0.595,0.048,0.0,65.0,0,32.8,0.0,0.4,0.0,0.03,5.0,14.0,0.181,1.29,36.0,0.396,99.0,362.0,0.6,238.0,1.0
172429,"Peas, split, mature seeds, cooked, boiled, without salt",Legumes and Legume Products,118.0,8.34,0.39,21.1,8.3,0,0,0,2.9,0.054,0.081,0.165,0.0,0.0,0.0,0,0.0,0.0,0.137,0.137,0.0,0.203,0.344,0.598,0.602,0.085,0.127,0.384,0.242,0.296,0.093,0.394,0.744,0.367,0.984,1.426,0.371,0.344,0.367,0.19,0.056,0.89,0.595,0.048,0.0,65.0,0,32.8,0.0,0.4,0.0,0.03,5.0,14.0,0.181,1.29,36.0,0.396,99.0,362.0,0.6,2.0,1.0
167682,"Pectin, liquid",Sweets,11.0,0.0,0.0,2.1,2.1,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
168821,"Pectin, unsweetened, dry mix",Sweets,325.0,0.3,0.3,90.4,8.6,0,0,0,0,0.05,0.01,0.09,0,0.0,0.0,0,0.0,0.0,0.072,0.072,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.06,0.005,0.11,0.01,0.0,1.0,0,0,0.0,0.0,0,0,0,7.0,0.42,2.71,1.0,0.07,2.0,7.0,0.0,200.0,0.47
168418,"Pepeao, dried",Vegetables and Vegetable Products,298.0,4.82,0.44,81.03,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.826,0.35,3.0,21.477,0.95,0.0,160.0,0,0,0.0,1.4,0.0,0,0,113.0,5.07,6.14,146.0,1.151,116.0,708.0,45.3,70.0,7.52
169394,"Pepper, banana, raw",Vegetables and Vegetable Products,27.0,1.66,0.45,5.35,3.4,0,0,0,1.95,0.048,0.027,0.243,0.0,0.0,0.0,0,0.0,0.0,0.24,0.24,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0.054,1.242,0.265,0.357,0.0,29.0,0,7.4,17.0,82.7,0.0,0.69,9.5,14.0,0.094,0.46,17.0,0.1,32.0,256.0,0.3,13.0,0.25
174574,"Peppered loaf, pork, beef",Sausages and Luncheon Meats,149.0,17.3,6.37,4.53,0.0,0,0,0,4.61,2.28,3.0,0.5,0,46.0,0.0,0,0.0,0.0,0.43,0.43,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.3,3.08,0.53,0.27,1.96,2.0,0,73.0,0.0,0.0,0.8,0.22,1.6,54.0,0.12,1.07,20.0,0.06,170.0,394.0,11.3,732.0,3.23
168005,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Cheddar",Baked Products,457.0,11.71,16.11,66.2,0,0,0,59.73,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.0,0.133,4.26,26.0,0.598,177.0,199.0,0,874.0,1.45
168006,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Explosive Pizza",Baked Products,458.0,9.56,16.82,67.2,0,0,0,60.6,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.55,6.49,0.73,0.13,0,0,0,0,0,0,0,0,0,47.0,0.109,4.43,26.0,0.626,118.0,296.0,0,868.0,0.81
167594,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Original",Baked Products,467.0,9.42,18.42,65.81,2.4,0,0,59.37,1.03,1.432,10.991,4.335,0.032,0,0.418,418.0,0.0,0.0,3.914,3.883,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833,0.507,6.64,0.695,0.06,0,153.0,0,0,0,0,0,3.68,27.7,74.0,0.127,4.73,23.0,0.527,156.0,169.0,4.0,947.0,0.97
167595,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Parmesan",Baked Products,459.0,11.16,17.29,64.7,3.5,0,0,0,0.83,2.614,9.223,3.431,0.084,0,0.365,362.0,0.0,0.0,3.061,3.034,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0.463,5.887,0.58,0.08,0,0,0,0,0,0,0,0,0,101.0,0.139,4.45,24.0,0.559,204.0,168.0,0,1187.0,1.32
167596,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Pizza",Baked Products,469.0,9.67,18.93,65.11,3.5,0,0,61.33,0.86,2.137,11.111,4.045,0.062,0,0.446,446.0,0.0,0.0,3.595,3.564,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775,0.565,6.785,0.67,0,0,0,0,0,0,0,0,0,0,93.0,0.161,4.87,28.0,0.552,173.0,326.0,0,815.0,1.04
173474,"Peppermint, fresh",Spices and Herbs,70.0,3.75,0.94,14.89,8.0,0,0,0,0,0.246,0.033,0.508,0.0,0.0,0,0,0,0,0.069,0.069,0,0.075,0.154,0.281,0.161,0.053,0.041,0.191,0.113,0.154,0.058,0.187,0.173,0.195,0.443,0.409,0.18,0.154,0.146,0.082,0.266,1.706,0.338,0.129,0.0,114.0,0,0,212.0,31.8,0.0,0,0,243.0,0.329,5.08,80.0,1.176,73.0,569.0,0,31.0,1.11
174575,"Pepperoni, beef and pork, sliced",Sausages and Luncheon Meats,504.0,19.25,46.28,1.18,0.0,0,0,0,0.0,17.708,20.77,4.458,1.527,97.0,0.192,164.0,4.0,4.0,4.161,3.91,0.113,0.688,0.901,1.575,1.652,0.511,0.228,0.778,0.661,0.869,0.23,0.987,1.298,1.178,1.825,3.009,1.073,0.862,0.771,0.271,0.257,4.987,0.93,0.362,1.3,5.0,0,51.2,0.0,0.0,1.3,1.03,5.8,19.0,0.091,1.33,18.0,1.074,158.0,274.0,29.0,1582.0,2.44
169396,"Peppers, ancho, dried",Vegetables and Vegetable Products,281.0,11.86,8.2,51.42,21.6,0,0,0,0,0.82,0.492,4.511,0.0,0.0,0.0,0,0.0,0.0,4.265,4.265,0.0,0.232,0.373,0.605,0.515,0.142,0.219,0.361,0.245,0.425,0.155,0.489,0.554,0.476,1.661,1.532,0.425,0.502,0.464,0.179,2.255,6.403,1.993,3.535,0.0,69.0,0,0,1022.0,2.0,0.0,0,0,61.0,0.508,10.93,113.0,1.279,201.0,2411.0,2.9,43.0,1.42
168577,"Peppers, chili, green, canned",Vegetables and Vegetable Products,21.0,0.72,0.27,4.6,1.7,0,0,0,0,0.028,0.017,0.153,0.0,0.0,0.0,0,0.0,0.0,0.145,0.145,0.0,0.014,0.023,0.038,0.032,0.009,0.014,0.022,0.015,0.026,0.01,0.03,0.034,0.03,0.103,0.095,0.026,0.031,0.029,0.01,0.03,0.627,0.084,0.12,0.0,54.0,0,0,6.0,34.2,0.0,0,0,36.0,0,1.33,4.0,0,11.0,113.0,0.3,397.0,0.09
168570,"Peppers, hot chile, sun-dried",Vegetables and Vegetable Products,324.0,10.58,5.81,69.86,28.7,0,0,0,41.06,0.813,0.468,3.079,0.0,0.0,0.0,0,0.0,0.0,3.056,3.056,0.0,0.215,0.342,0.554,0.471,0.127,0.203,0.327,0.22,0.389,0.135,0.447,0.508,0.433,1.512,1.397,0.391,0.46,0.425,0.081,1.205,8.669,0.956,0.81,0.0,51.0,0,84.3,1324.0,31.4,0.0,3.14,108.2,45.0,0.228,6.04,88.0,0.821,159.0,1870.0,3.5,91.0,1.02
170426,"Peppers, hot chili, green, canned, pods, excluding seeds, solids and liquids",Vegetables and Vegetable Products,21.0,0.9,0.1,5.1,1.3,0,0,0,3.12,0.01,0.006,0.055,0.0,0.0,0.0,0,0.0,0.0,0.052,0.052,0.0,0.018,0.029,0.047,0.04,0.011,0.017,0.028,0.019,0.033,0.012,0.038,0.043,0.037,0.129,0.119,0.033,0.039,0.036,0.02,0.05,0.8,0.034,0.153,0.0,10.0,0,6.8,36.0,68.0,0.0,0.69,8.7,7.0,0.101,0.5,14.0,0.138,17.0,187.0,0.3,1173.0,0.17
170497,"Peppers, hot chili, green, raw",Vegetables and Vegetable Products,40.0,2.0,0.2,9.46,1.5,0,0,0,5.1,0.021,0.011,0.109,0.0,0.0,0.0,0,0.0,0.0,0.104,0.104,0.0,0.041,0.065,0.105,0.089,0.024,0.038,0.062,0.042,0.074,0.026,0.084,0.096,0.082,0.286,0.264,0.074,0.087,0.08,0.09,0.09,0.95,0.061,0.278,0.0,23.0,0,11.1,59.0,242.5,0.0,0.69,14.3,18.0,0.174,1.2,25.0,0.237,46.0,340.0,0.5,7.0,0.3
170107,"Peppers, hot chili, red, canned, excluding seeds, solids and liquids",Vegetables and Vegetable Products,21.0,0.9,0.1,5.1,1.3,0,0,0,3.32,0.01,0.006,0.055,0.0,0.0,0.0,0,0.0,0.0,0.052,0.052,0.0,0.018,0.029,0.047,0.04,0.011,0.017,0.028,0.019,0.033,0.012,0.038,0.043,0.037,0.129,0.119,0.033,0.039,0.036,0.02,0.05,0.8,0.034,0.153,0.0,10.0,0,6.8,595.0,68.0,0.0,0.69,8.7,7.0,0.101,0.5,14.0,0.138,17.0,187.0,0.3,1173.0,0.17
170106,"Peppers, hot chili, red, raw",Vegetables and Vegetable Products,40.0,1.87,0.44,8.81,1.5,0,0,0,5.3,0.042,0.024,0.239,0.0,0.0,0.0,0,0.0,0.0,0.228,0.228,0.0,0.041,0.065,0.105,0.089,0.024,0.038,0.062,0.042,0.074,0.026,0.084,0.096,0.082,0.286,0.264,0.074,0.087,0.08,0.072,0.086,1.244,0.201,0.506,0.0,23.0,0,10.9,48.0,143.7,0.0,0.69,14.0,14.0,0.129,1.03,23.0,0.187,43.0,322.0,0.5,9.0,0.26
169766,"Peppers, hot pickled, canned",Vegetables and Vegetable Products,22.0,0.8,0.4,4.56,2.6,0,0,0,1.6,0.061,0.023,0.143,0.001,0.0,0.03,30.0,0.0,0.0,0.113,0.113,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0.023,0.343,0.2,0.105,0.0,13.0,0,8.9,43.0,12.3,0.0,0.9,21.9,61.0,0.045,0.32,6.0,0.052,13.0,113.0,0.4,1430.0,0.09
168578,"Peppers, hungarian, raw",Vegetables and Vegetable Products,29.0,0.8,0.41,6.7,1.0,0,0,0,3.53,0.046,0.024,0.24,0.0,0.0,0.0,0,0.0,0.0,0.229,0.229,0.0,0.016,0.026,0.042,0.036,0.01,0.015,0.025,0.017,0.03,0.01,0.034,0.039,0.033,0.115,0.106,0.03,0.035,0.032,0.079,0.055,1.092,0.205,0.517,0.0,53.0,0,7.7,41.0,92.9,0.0,0.48,9.9,12.0,0.115,0.46,16.0,0.204,29.0,202.0,0.3,1.0,0.3
170080,"Peppers, jalapeno, canned, solids and liquids",Vegetables and Vegetable Products,27.0,0.92,0.94,4.74,2.6,0,0,0,2.14,0.097,0.053,0.514,0.0,0.0,0.0,0,0.0,0.0,0.49,0.49,0.0,0.018,0.03,0.048,0.042,0.012,0.017,0.029,0.02,0.033,0.012,0.039,0.044,0.038,0.132,0.122,0.035,0.04,0.037,0.043,0.038,0.403,0.416,0.19,0.0,14.0,0,0,85.0,10.0,0.0,0.69,12.9,23.0,0.146,1.88,15.0,0.114,18.0,193.0,0.4,1671.0,0.34
168576,"Peppers, jalapeno, raw",Vegetables and Vegetable Products,29.0,0.91,0.37,6.5,2.8,0,0,0,4.12,0.092,0.029,0.112,0.0,0.0,0.05,50.0,0.0,0.0,0.062,0.062,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.07,1.28,0.315,0.419,0.0,27.0,0,7.5,54.0,118.6,0.0,3.58,18.5,12.0,0.046,0.25,15.0,0.097,26.0,248.0,0.4,3.0,0.14
168579,"Peppers, pasilla, dried",Vegetables and Vegetable Products,345.0,12.35,15.85,51.13,26.8,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172,3.197,7.175,1.591,4.228,0.0,170.0,0,0,1788.0,6.4,0.0,0,0,97.0,0.423,9.83,130.0,1.58,267.0,2222.0,3.2,89.0,1.4
169395,"Peppers, serrano, raw",Vegetables and Vegetable Products,32.0,1.74,0.44,6.7,3.7,0,0,0,3.83,0.059,0.023,0.222,0.0,0.0,0.0,0,0.0,0.0,0.216,0.216,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0.081,1.537,0.2,0.505,0.0,23.0,0,8.9,47.0,44.9,0.0,0.69,11.8,11.0,0.129,0.86,22.0,0.187,40.0,305.0,0.4,10.0,0.26
170429,"Peppers, sweet, green, canned, solids and liquids",Vegetables and Vegetable Products,18.0,0.8,0.3,3.9,1.2,0,0,0,0,0.045,0.02,0.161,0.0,0.0,0,0,0,0,0.146,0.146,0,0.016,0.026,0.042,0.036,0.01,0.015,0.025,0.017,0.029,0.01,0.034,0.038,0.033,0.114,0.106,0.03,0.035,0.032,0.025,0.03,0.55,0.038,0.178,0.0,16.0,0,0,8.0,46.5,0.0,0,0,41.0,0.13,0.8,11.0,0.16,20.0,146.0,0.3,1369.0,0.18
170109,"Peppers, sweet, green, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,26.0,0.92,0.2,6.11,1.2,0,0,0,3.19,0.029,0.013,0.106,0.0,0.0,0,0,0,0,0.096,0.096,0.0,0.019,0.03,0.048,0.041,0.011,0.018,0.029,0.019,0.034,0.012,0.039,0.044,0.038,0.132,0.122,0.034,0.04,0.037,0.059,0.03,0.477,0.079,0.233,0.0,16.0,0,7.4,23.0,74.4,0.0,0.5,9.8,9.0,0.065,0.46,10.0,0.115,18.0,166.0,0.3,238.0,0.12
170428,"Peppers, sweet, green, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,28.0,0.92,0.2,6.7,1.2,0,0,0,3.19,0.029,0.013,0.106,0.0,0.0,0.0,0,0.0,0.0,0.096,0.096,0.0,0.019,0.03,0.048,0.041,0.011,0.018,0.029,0.019,0.034,0.012,0.039,0.044,0.038,0.132,0.122,0.034,0.04,0.037,0.059,0.03,0.477,0.079,0.233,0.0,16.0,0,7.4,23.0,74.4,0.0,0.5,9.8,9.0,0.065,0.46,10.0,0.115,18.0,166.0,0.3,2.0,0.12
170023,"Peppers, sweet, green, frozen, chopped, boiled, drained, without salt",Vegetables and Vegetable Products,18.0,0.95,0.18,3.9,0.9,0,0,0,0,0.027,0.012,0.099,0.0,0.0,0,0,0,0,0.09,0.09,0,0.019,0.031,0.049,0.042,0.011,0.018,0.029,0.02,0.035,0.012,0.04,0.045,0.039,0.135,0.125,0.035,0.041,0.038,0.051,0.031,1.082,0.023,0.108,0.0,10.0,0,0,15.0,41.2,0.0,0,0,8.0,0.044,0.52,7.0,0.097,13.0,72.0,0.2,4.0,0.05
